Symbol,Name,Sector,Industry
VMO,Invesco Municipal Opportunity Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VMW,Vmware Inc. Common stock Class A,Technology,Computer Software: Prepackaged Software
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VNO,Vornado Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
VNOM,Viper Energy Partners LP Common Unit,Energy,Oil & Gas Production
VOC,VOC Energy Trust Units of Beneficial Interest,Energy,Oil & Gas Production
VOR,Vor Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VOXX,VOXX International Corporation Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
VOYA,Voya Financial Inc. Common Stock,Finance,Investment Managers
VPCB,VPC Impact Acquisition Holdings II Class A ordinary shre,Finance,Blank Checks
VPCBU,VPC Impact Acquisition Holdings II Unit,Finance,Blank Checks
VPCBW,VPC Impact Acquisition Holdings II Warrant,Finance,Blank Checks
VPG,Vishay Precision Group Inc. Common Stock,Industrials,Industrial Machinery/Components
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VRA,Vera Bradley Inc. Common Stock,Consumer Discretionary,Apparel
VRAR,The Glimpse Group Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
VRAY,ViewRay Inc. Common Stock,Health Care,Industrial Specialties
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VRE,Veris Residential Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VREX,Varex Imaging Corporation Common Stock,Health Care,Medical Electronics
VRM,Vroom Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
VRME,VerifyMe Inc. Common Stock,Technology,Security Systems Services
VRMEW,VerifyMe Inc. Warrant,Technology,Security Systems Services
VRNS,Varonis Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,Technology,EDP Services
VRPX,Virpax Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Other Consumer Services
VRSK,Verisk Analytics Inc. Common Stock,Consumer Discretionary,Business Services
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,Consumer Discretionary,Electrical Products
VRTS,Virtus Investment Partners Inc. Common Stock,Finance,Investment Managers
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSAC,Vision Sensing Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
VSACW,Vision Sensing Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances
VSAT,ViaSat Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VSH,Vishay Intertechnology Inc. Common Stock,Technology,Industrial Machinery/Components
VSTA,Vasta Platform Limited Class A Ordinary Shares,Real Estate,Other Consumer Services
VSTM,Verastem Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSTO,Vista Outdoor Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
VTGN,VistaGen Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,Energy,Oil & Gas Production
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Finance,Finance Companies
VTNR,Vertex Energy Inc Common Stock,Energy,Oilfield Services/Equipment
VTOL,Bristow Group Inc. Common Stock,Industrials,Metal Fabrications
VTR,Ventas Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VTRU,Vitru Limited Common Shares,Real Estate,Other Consumer Services
VTSI,VirTra Inc. Common Stock,Industrials,Military/Government/Technical
VTVT,vTv Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VTYX,Ventyx Biosciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
VUZI,Vuzix Corporation Common Stock,Technology,Industrial Machinery/Components
VVI,Viad Corp Common Stock,Consumer Discretionary,Business Services
VVOS,Vivos Therapeutics Inc. Common Stock,Health Care,Medical Specialities
VVR,Invesco Senior Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,Industrials,Automotive Aftermarket
VWE,Vintage Wine Estates Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
VWEWW,Vintage Wine Estates Inc. Warrants,Consumer Staples,Beverages (Production/Distribution)
VXRT,Vaxart Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYGR,Voyager Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VYNE,VYNE Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VYNT,Vyant Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VZ,Verizon Communications Inc. Common Stock,Telecommunications,Telecommunications Equipment
VZIO,VIZIO Holding Corp. Class A Common Stock,Consumer Staples,Consumer Electronics/Appliances
W,Wayfair Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials,Railroads
WABC,Westamerica Bancorporation Common Stock,Finance,Major Banks
WAFD,Washington Federal Inc. Common Stock,Finance,Major Banks
WAFDP,Washington Federal Inc. Depositary Shares,Finance,Major Banks
WAL,Western Alliance Bancorporation Common Stock (DE),Finance,Major Banks
WALD,Waldencast plc Class A Ordinary Share,Consumer Discretionary,Package Goods/Cosmetics
WALDW,Waldencast plc Warrant ,Consumer Discretionary,Package Goods/Cosmetics
WASH,Washington Trust Bancorp Inc. Common Stock,Finance,Major Banks
WAT,Waters Corporation Common Stock,Health Care,Medical Specialities
WATT,Energous Corporation Common Stock,Industrials,Industrial Machinery/Components
WAVD,WaveDancer Inc. Common Stock,Technology,EDP Services
WAVS,Western Acquisition Ventures Corp. Common Stock,Industrials,Consumer Electronics/Appliances
WBA,Walgreens Boots Alliance Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Telecommunications,Cable & Other Pay Television Services
WBS,Webster Financial Corporation Common Stock,Finance,Major Banks
WCC,WESCO International Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
WCN,Waste Connections Inc. Common Shares,Utilities,Power Generation
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services
WDAY,Workday Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
WDC,Western Digital Corporation Common Stock,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,Industrials,Industrial Specialties
WEA,Western Asset Bond Fund Share of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
WEC,WEC Energy Group Inc. Common Stock,Utilities,Power Generation
WELL,Welltower Inc. Common Stock,Real Estate,Real Estate Investment Trusts
WEN,Wendy's Company (The) Common Stock,Consumer Discretionary,Restaurants
WERN,Werner Enterprises Inc. Common Stock,Industrials,Trucking Freight/Courier Services
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,Energy,Oilfield Services/Equipment
WEST,Westrock Coffee Company Common Stock,Consumer Staples,Specialty Foods
WESTW,Westrock Coffee Company Warrants,Consumer Staples,Specialty Foods
WEX,WEX Inc. common stock,Technology,EDP Services
WEYS,Weyco Group Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
WFC,Wells Fargo & Company Common Stock,Finance,Major Banks
WFCF,Where Food Comes From Inc. Common Stock,Technology,Computer Software: Prepackaged Software
WFRD,Weatherford International plc Ordinary Shares,Industrials,Metal Fabrications
WGO,Winnebago Industries Inc. Common Stock,Industrials,Homebuilding
WGS,GeneDx Holdings Corp. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
WGSWW,GeneDx Holdings Corp. Warrant,Technology,Retail: Computer Software & Peripheral Equipment
WHF,WhiteHorse Finance Inc. Common Stock,Finance,Finance Companies
WHG,Westwood Holdings Group Inc Common Stock,Finance,Investment Managers
WHLM,Wilhelmina International Inc. Common Stock,Consumer Discretionary,Business Services
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,Real Estate,Real Estate Investment Trusts
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,Real Estate,Real Estate Investment Trusts
WHR,Whirlpool Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
WIA,Western Asset Inflation-Linked Income Fund,Finance,Trusts Except Educational Religious and Charitable
WINA,Winmark Corporation Common Stock,Miscellaneous,Diversified Commercial Services
WING,Wingstop Inc. Common Stock,Consumer Discretionary,Restaurants
WINT,Windtree Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WINVR,WinVest Acquisition Corp. Right,Finance,Blank Checks
WINVW,WinVest Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
WIRE,Encore Wire Corporation Common Stock,Industrials,Metal Fabrications
WISA,WiSA Technologies Inc. Common Stock,Technology,Electronic Components
WISH,ContextLogic Inc. Class A Common Stock,Consumer Discretionary,Durable Goods
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,Finance,Finance Companies
WK,Workiva Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
WKHS,Workhorse Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
WKSP,Worksport Ltd. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
WKSPW,Worksport Ltd. Warrant,Consumer Discretionary,Auto Parts:O.E.M.
WLDN,Willdan Group Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
WLFC,Willis Lease Finance Corporation Common Stock,Industrials,Aerospace
WLK,Westlake Corporation Common Stock,Industrials,Major Chemicals
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,Industrials,Major Chemicals
WLY,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books
WLYB,John Wiley & Sons Inc. Common Stock,Consumer Discretionary,Books
WM,Waste Management Inc. Common Stock,Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,Utilities,Natural Gas Distribution
WMC,Western Asset Mortgage Capital Corporation Common Stock,Real Estate,Real Estate Investment Trusts
WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
WMK,Weis Markets Inc. Common Stock,Consumer Staples,Food Chains
WMPN,William Penn Bancorporation Common Stock,Finance,Savings Institutions
WMS,Advanced Drainage Systems Inc. Common Stock,Industrials,Building Products
WMT,Walmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
WNC,Wabash National Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
WNEB,Western New England Bancorp Inc. Common Stock,Finance,Savings Institutions
WOLF,Wolfspeed Inc. Common Stock,Technology,Semiconductors
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,Miscellaneous,Diversified Commercial Services
WOR,Worthington Industries Inc. Common Stock,Consumer Discretionary,Aerospace
WORX,SCWorx Corp. Common Stock,Health Care,Managed Health Care
WOW,WideOpenWest Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
WPC,W. P. Carey Inc. REIT,Real Estate,Real Estate Investment Trusts
WPRT,Westport Fuel Systems Inc Common Shares,Consumer Discretionary,Multi-Sector Companies
WRAP,Wrap Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
WRB,W.R. Berkley Corporation Common Stock,Finance,Property-Casualty Insurers
WRLD,World Acceptance Corporation Common Stock,Finance,Finance: Consumer Services
WSBC,WesBanco Inc. Common Stock,Finance,Major Banks
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
WSBF,Waterstone Financial Inc. Common Stock (MD),Finance,Savings Institutions
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,Consumer Discretionary,Diversified Commercial Services
WSFS,WSFS Financial Corporation Common Stock,Finance,Major Banks
WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,Other Specialty Stores
WSO,Watsco Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
WSR,Whitestone REIT Common Shares,Real Estate,Real Estate Investment Trusts
WST,West Pharmaceutical Services Inc. Common Stock,Health Care,Medical/Dental Instruments
WT,WisdomTree Inc. Common Stock,Finance,Investment Managers
WTBA,West Bancorporation Common Stock,Finance,Major Banks
WTER,The Alkaline Water Company Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
WTFC,Wintrust Financial Corporation Common Stock,Finance,Major Banks
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,Finance,Major Banks
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,Major Banks
WTI,W&T Offshore Inc. Common Stock,Energy,Oil & Gas Production
WTM,White Mountains Insurance Group Ltd. Common Stock,Finance,Property-Casualty Insurers
WTMA,Welsbach Technology Metals Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
WTRG,Essential Utilities Inc. Common Stock,Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,Industrials,Office Equipment/Supplies/Services
WTT,Wireless Telecom Group  Inc. Common Stock,Telecommunications,Telecommunications Equipment
WTTR,Select Energy Services Inc. Class A Common Stock,Energy,Oil & Gas Production
WU,Western Union Company (The) Common Stock,Consumer Discretionary,Business Services
WULF,TeraWulf Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
WVVI,Willamette Valley Vineyards Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,Consumer Staples,Beverages (Production/Distribution)
WW,WW International Inc. Common Stock,Consumer Discretionary,Other Consumer Services
WWAC,Worldwide Webb Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks
WWACW,Worldwide Webb Acquisition Corp. Warrant,Finance,Blank Checks
WWD,Woodward Inc. Common Stock,Industrials,Military/Government/Technical
WWE,World Wrestling Entertainment Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
WWR,Westwater Resources Inc. Common Stock,Basic Materials,Other Metals and Minerals
WWW,Wolverine World Wide Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
WY,Weyerhaeuser Company Common Stock,Real Estate,Real Estate Investment Trusts
WYNN,Wynn Resorts Limited Common stock,Consumer Discretionary,Hotels/Resorts
